Function Name,Cyclomatic Complexity,First Line,Function Length (lines)
omap_push_sram_idle,1,static inline void omap_push_sram_idle(void) {},1
test_lastprivate,10,void test_lastprivate() {,59
func_b,1,int func_b(int b),5
decode2,1,"long decode2(long x, long y, long z)",11
csr_close_3wire,1,void csr_close_3wire(void),3
*mycalloc,1,"void *mycalloc(size_t nmemb, size_t size)",4
Init,1,static void Init(void),3
,3,int collatzLength (int nIn),14
int,1,unsigned short int,5
mid_farm,1,int mid_farm(),4
,2,static int col_byte_sjis (int col) {,3
funci,1,int funci() {,3
unroll_dot_product,3,"double unroll_dot_product(const double *x, const double *y, int n, double weight)",10
coordinatesAreInsideBoard,4,"int coordinatesAreInsideBoard(int x, int y) {",3
,1,"int trans_0_x (int x, int y) {return x;}",1
addon_event,1,void addon_event(int event) {,3
cut_value,2,"int cut_value(int value,int is_word) {",7
int,2,unsigned int,8
f,1,"int f(int y, int x)",5
sgn,3,double sgn(double x) {,5
RGBclamp,3,static inline int RGBclamp(int x),6
exist_in_list,3,"int exist_in_list(int target, int* list, int length)",8
fieldRelativePos,9,int fieldRelativePos(int field){,32
char_to_byte,5,unsigned char char_to_byte(int c),10
get_start,3,static int get_start(const int fd),8
nseel_asm_mul_end,1,void nseel_asm_mul_end(void) {},1
emptyfunc,1,void emptyfunc(){},1
int,2,static int,5
restacuadrada,1,"float restacuadrada(float a, float b){",4
Unknown,1,void,4
t19,1,int t19(void) {,3
deparse_script,1,void deparse_script(int shmid),4
str2hl,8,long str2hl(const char *ss),20
c,1,int c() { return 0; },1
void,1,static void,4
eat_space_end,4,"inline static char* eat_space_end(const char* p, const char* pend)",5
binomial,6,"unsigned long binomial(unsigned long n, unsigned long k)",18
strip_newline,2,"void strip_newline(char *string, int len) {",4
start,1,"void start(float a, float b, float c, float d)",12
mean,2,"double mean(const double *values, int num_values)",9
Unknown,1,void,6
Unknown,1,double,5
counter_team,4,int counter_team(int tid),10
Calc_CheckInput,1,int Calc_CheckInput(char * input),4
nextPow2,1,static inline int nextPow2(unsigned int x) {,9
to_radian,1,double to_radian(double degree),4
test_udf_ver,1,int test_udf_ver(),4
,1,void nooperands (void),4
,1,int file_exists (char* filename) {,5
do_438,1,int do_438() { return 438; },1
test_non_identifiers,4,void test_non_identifiers() {,18
NeedBitrate,1,int NeedBitrate(void),4
do_584,1,int do_584() { return 584; },1
c073,1,int c073(void) { return 0; },1
hayConflictoEnColumna,4,"int hayConflictoEnColumna(int sudoku[9][9], int jj){",14
__attribute__,2,"void __attribute__((section("".inittext""))) puts(const char *str)",8
our_mktime,2,"unsigned long our_mktime(const unsigned int year0, const unsigned int mon0,",19
recSum,2,int recSum(int n),5
projectConstants,3,"static void projectConstants(int n, double x[], const double xscale[])",9
main,3,int main(void),12
reset_term,1,void reset_term(),9
updateOnMissTest,1,int updateOnMissTest(){,3
Unknown,1,double,5
f,1,int f() {,3
HelpRawKey,1,int HelpRawKey( void ),5
e,1,void e(void) { },1
do_062,1,int do_062() { return 62; },1
void,1,static void,4
foo118,1,void foo118() {},1
__attribute__,1,"__inline void __attribute__((__always_inline__, __nodebug__))",6
mbc_mbc3_cleanup,1,void mbc_mbc3_cleanup(),3
variable_expected,2,int variable_expected(int stuff) {,17
toDegrees,1,double toDegrees(double d) {,4
Function_Name,1,static const char* Function_Name(void) {,3
git__signum,1,static inline int git__signum(int val),4
xmul2f,2,__inline float xmul2f(float d) {,11
int,9,static int,18
__attribute__,1,"static __inline__ __attribute__((always_inline)) char _InterlockedCompareExchange8(volatile char * const Destination, const char Exchange, const char Comperand)",4
void,1,static void,5
naive_string_matcher,5,"static size_t naive_string_matcher(const char *s, size_t s_len, const char p, size_t n) {",15
carry,1,void carry() { },1
*test2,1,"const char *test2(void) { return ""hi there""; }",1
f,1,int f(const int * x){,3
HelpItem141,1,int HelpItem141( void ),5
Unknown,4,int,14
*langinfo_pmstr,1,char *langinfo_pmstr() {,3
is_bigendian,2,int is_bigendian() {,9
Int_Name,1,static const char* Int_Name(void) {,3
Function1IntPtr,1,intptr_t Function1IntPtr(intptr_t x) { return x + 42; },1
SN_get_residual,1,inline static double SN_get_residual(double* dparam) { return dparam[1]; },1
ti_bbands_start,1,int ti_bbands_start(double const *options) {,3
getColumns,3,static int getColumns(void),8
mdp4_overlay0_done_lcdc,1,static inline void mdp4_overlay0_done_lcdc(int cndx),4
binChar,2,static inline int binChar(char ch),4
z80_debug,1,void z80_debug(char *dstr),8
strcmp,4,"int strcmp(const char *s1, const char *s2)",11
f4,1,void f4() {,4
long,25,static long,120
power_of,3,"double power_of( int number, int power )",18
strlen,2,int strlen(char s[]),9
min,2,"inline int min(int a, int b) {",3
Unknown,1,int,5
naive_bt_l,1,"int naive_bt_l(int base, int offset)",6
os_freakout,1,void os_freakout(),3
rdar11185138_bar,1,int rdar11185138_bar() {,7
readbuf,4,"void readbuf(char *p, int len)",12
voovel,3,int voovel(char ch){,8
bool,2,static inline bool,5
dgtpicom_init,1,int dgtpicom_init() {,3
test122_Module1_targetInit__I,1,void test122_Module1_targetInit__I() {,2
Unknown,1,int,6
checkForOverflow,11,"int checkForOverflow(int num1, int num2, int ans) {",25
hex_val,7,static inline int hex_val(char c) {,6
,2,double pi_bbp (int n),18
,1,int is_ore_ignored ( unsigned int saddr ),5
next_non_whitespace,2,char next_non_whitespace(const char* s),6
Unknown,1,double,6
ASL,2,"long int ASL(long int A, long int B)",9
,1,int marker2 (int a) { return (1); },1
absof,2,float absof(float num),5
f0,1,"void f0(char *a, char *b) {",4
langRomTypeZenima90,1,"char* langRomTypeZenima90() { return ""Zenima 90 in 1""; }",1
gcd,2,"int gcd(int a,int b)",4
Unknown,1,void,6
Unknown,1,void,5
int,1,static __inline__ int,5
Start_Brief,1,static const char* Start_Brief(void) {,3
ddig,1,static inline int ddig(char c){,3
Unknown,3,static,10
ncsTempListRefresh,1,void ncsTempListRefresh(),4
get_clock_ticks,1,long get_clock_ticks(),4
streq,5,"int streq(char* s1, char* s2)",11
colamd_set_defaults,3,void colamd_set_defaults,18
finalize_frag,1,void finalize_frag(),4
Unknown,1,int,7
MinDouble,2,"static double MinDouble(double a, double b)",2
,3,int is_upper (char character),12
E,1,double E(double cosg) {,3
celsius,1,float celsius(int f){,3
init_asdf_data_,1,void init_asdf_data_(void) {},1
nrf52_errata_42,1,static bool nrf52_errata_42(void),6
foo535,1,void foo535() {},1
INT_Excep_POE_OEI2,1,void INT_Excep_POE_OEI2(void){ },1
*str_stmt_noop,1,const char *str_stmt_noop(),4
,1,__attribute__ ((noinline)),5
foo302,1,void foo302() {},1
ft_iterative_power,2,"int ft_iterative_power(int nb, int power)",14
f,1,int f(int b) {return b;},1
mkelvin_to_F,1,static inline double mkelvin_to_F(int mkelvin),4
VM_putchar,1,void VM_putchar(int ch),4
Maxval,2,"short Maxval(short a, short b) {",4
,1,void maybe_kill_orphan_engine (),6
deg2chr,3,int deg2chr(int degree),7
_is_operator,7,int _is_operator(char c),5
spline_int,2,"double spline_int(double *x, double *y, double *d, int n) {",13
test15,1,void test15(const char *s) {,3
HelpItem0,1,int HelpItem0( void ),5
int,3,static int,8
is_modifier,2,static int is_modifier(char c),4
nrf52_errata_187,1,static bool nrf52_errata_187(void),6
binary_search,3,"int binary_search(unsigned int *array, int len, unsigned int value)",13
*,2,static const char *,10
out_of_bounds,29,"char out_of_bounds(char cell, char dir) {",35
typecmp,9,"static int typecmp(const char *n, const char *t)",13
compute_forces_acoustic_cuda_,1,void compute_forces_acoustic_cuda_,5
MinBucket,3,"long MinBucket(long *assigned_ops, long parts)",12
f,1,void f(),6
stress_ftrace_free,1,void stress_ftrace_free(void),3
test78_HostCallThruProtoBug_targetInit__I,1,void test78_HostCallThruProtoBug_targetInit__I() {,2
fz_min,2,"static inline float fz_min(float a, float b)",4
thread_range,1,"static int thread_range(int thread_num, int threads, int records)",4
Unknown,1,void,5
foo569,1,void foo569() {},1
_close,1,int _close(__attribute__((unused)) int fd) { return -1; },1
test_private,10,void test_private() {,50
main,1,void main() {,5
Unknown,3,static,8
Unknown,1,double,5
Double_0_toDouble_2_Double,1,double Double_0_toDouble_2_Double(double value) {,3
distance,4,"int distance(int y1, int x1, int y2, int x2)",15
adb_sleep_ms,1,static __inline__ void adb_sleep_ms( int mseconds ),4
ti_pvi_start,1,int ti_pvi_start(double const *options) {,4
unreferenced2,1,extern __inline void unreferenced2() {},1
int,1,static int,5
Unknown,1,void,4
int,1,extern int,5
diags,2,int diags() {,15
int,8,static int,20
kyklos,1,float kyklos(float x){,3
max_v,2,"int max_v(int a, int b) {",3
__attribute__,1,static __attribute__((always_inline)) inline unsigned int endian_fix32( unsigned int x ),4
nrf53_errata_45,1,static bool nrf53_errata_45(void),6
int,8,static int,31
_write_nonbuf,1,static int _write_nonbuf(int c),4
ft_isalnum,7,int ft_isalnum(int c),7
main,3,int main(void),19
binary_search,5,"int binary_search(int arr[], int from, int to, int key)",18
lcp,5,"int lcp(int *a, int N, int x, int y)",21
ft_strcmp,4,"int ft_strcmp(const char *s1, const char *s2)",9
chomp_line,3,static void chomp_line(char *word),10
foo,1,int foo(int arg),4
Unknown,1,void,3
COMP_zlib_cleanup,1,void COMP_zlib_cleanup(void),7
rcu_tasks_bootup_oddness,1,static inline void rcu_tasks_bootup_oddness(void) {},1
long,5,static unsigned long,25
db_current_trial_balance_entity_report_sql,1,const char * db_current_trial_balance_entity_report_sql(void) {,6
floating_point_bit_fields_message2_signal1_encode,1,float floating_point_bit_fields_message2_signal1_encode(double value),4
langRomTypeSvi328col80,1,"char* langRomTypeSvi328col80() { return ""SVI-328 80 Column Card""; }",1
tcgetattr,1,"int tcgetattr(int fd, struct termios *termios_p)",4
b,1,"int b(int x, int y)",8
mem_deinit,1,void mem_deinit(void) {,2
Unknown,7,int,19
QualityScaling,4,int QualityScaling(int quality),23
macro_char_valid,2,int macro_char_valid(int c),4
is_pure,9,int is_pure(char base),16
valueOfBit,1,inline int valueOfBit(int n),2
getDefaultSize,1,static size_t getDefaultSize(),4
Unknown,2,int,5
Unknown,1,void,3
test56_On2_targetInit__I,1,void test56_On2_targetInit__I() {,2
Unknown,1,void,3
*mus_audio_system_name,1,"char *mus_audio_system_name(int system) {return(""none"");}",1
st_strlen,2,static size_t st_strlen(const char *str),9
fmod,1,"double fmod(double x, double div) {",3
find_msb,1,static inline int find_msb(unsigned int val),11
ischaracter,2,int ischaracter(char c){,3
power,2,"int power(int a,int b)",10
correct_month,31,"void correct_month(char* egn, int *helper){",22
clefiamul2,2,static unsigned char clefiamul2(unsigned char x),11
Unknown,1,static,6
ril_util_convert_signal_strength,2,static inline int ril_util_convert_signal_strength(int strength),11
stm_current_tsp,1,static int stm_current_tsp(void),4
Unknown,4,int,13
get_path_separator,1,char get_path_separator(),8
update_transports,1,void update_transports(void),4
function,1,int function(int a),5
nrf91_errata_26,1,static bool nrf91_errata_26(void),6
bar,2,void bar() {,13
strend,6,"int strend(char *s, char *t)",18
open_read_error_aux,1,int open_read_error_aux(char* file) {,7
,1,static void __attribute__ ((noinline)) get_mem_attrs () {,2
spi_init_defaults,1,void spi_init_defaults(void),4
binSearch,5,"double binSearch(int n,double l, double u){",18
mmdb_strnlen,3,"static size_t mmdb_strnlen(const char *s, size_t maxlen) {",9
find_index,3,"int find_index(const char a[], const int size, const char value) {",5
nrf52_errata_94,1,static bool nrf52_errata_94(void),6
PS_NullCoordScale,1,"static void PS_NullCoordScale(float hfactor, float vfactor)",2
dispatcher_process_init,1,void dispatcher_process_init(int worker),4
r_csi20_callback_receiveend,1,static void r_csi20_callback_receiveend(void),5
ceil,2,double ceil(double value),6
uart_list_devices,1,void uart_list_devices() {},1
is_quantifier,3,static int is_quantifier(const char *re) {,3
weekDay,3,"int weekDay(int d, int m, int a)",22
mult,1,"float mult(int a, int b)",7
test122_SleepWakeImpl_wake__E,1,void test122_SleepWakeImpl_wake__E() {,2
isalnum,6,int isalnum(int c),4
udev_log_init,1,static inline void udev_log_init(const char *program_name),4
raptor_user_mac_init,1,void raptor_user_mac_init(void) {,2
do_240,1,int do_240() { return 240; },1
sigmask,1,int sigmask(int signum) {,3
main,2,int main(void) {,5
c046,1,int c046(void) { return 0; },1
x_cubed,1,double x_cubed(double x){,3
testMemory,1,void testMemory(){,3
nrf91_errata_6,1,static bool nrf91_errata_6(void),6
delay,2,void delay(void){,6
str_ncmp,5,"int str_ncmp(const char *left, unsigned int left_size,",21
adjust_priority_a2dp,1,void adjust_priority_a2dp(int start),5
enable_apic_mode,1,static inline void enable_apic_mode(void),3
foo697,1,void foo697() {},1
s5pc100_default_sdhci1,1,static inline void s5pc100_default_sdhci1(void) { },1
Unknown,1,void,2
ti_kvo_start,1,int ti_kvo_start(double const *options) {,4
nrf53_errata_43,1,static bool nrf53_errata_43(void),6
ehnlc_isspace,7,int ehnlc_isspace(int c),14
not_annotated_main3,1,void not_annotated_main3(){ },1
yywrap,1,int yywrap(void) {,3
syscall_exit,1,void syscall_exit(void){,3
ft_generic,1,void ft_generic(void),4
loadAllDefaults,1,void loadAllDefaults(){,3
write_xfd_file,1,"int write_xfd_file(char *fimage, char *file) {",3
int,1,unsigned short int,5
resourceLeak_open2,1,void resourceLeak_open2(void),6
nrf53_errata_77,1,static bool nrf53_errata_77(void),6
wireless_nlevent_flush,1,static inline void wireless_nlevent_flush(void) {},1
radtodeg,2,int radtodeg(float rad),7
compat_call_dtors,1,void compat_call_dtors(),4
resume_device_irqs,1,static inline void resume_device_irqs(void) { },1
test1_MoreArrays_markUsed__E,1,void test1_MoreArrays_markUsed__E() {,2
is_special,5,static inline int is_special(const char *s) {,15
long,1,static long,9
do_687,1,int do_687() { return 687; },1
SDBMHash,2,static unsigned int SDBMHash(const char *str),12
gl2psPrintPGFFinalPrimitive,1,static void gl2psPrintPGFFinalPrimitive(void),3
main,2,int main(void),10
Unknown,1,double,5
Unknown,8,void,109
Unknown,1,void,5
int,3,static int,13
LZ4_compressBound,2,static inline int LZ4_compressBound(size_t isize),4
intentoConTodosLosNumeros,3,"int intentoConTodosLosNumeros(int array[], int length){",12
seven_seg_com_ano,23,"unsigned char seven_seg_com_ano(unsigned char number, unsigned char decimal_select)",73
Unknown,2,double,8
UT32_DIV_OVFCHK,1,"static inline bool UT32_DIV_OVFCHK(unsigned int a, unsigned int b) { (void)(a); return !b; }",1
__attribute__,1,__attribute__(( constructor )) static void fb_ctor__objinfo( void ),5
fb_hBlit_code_start,1,void fb_hBlit_code_start(void) { },1
pathconf,2,long pathconf(,18
prime,6,int prime(int n),12
get_label,1,static int get_label(),5
acpi_video_exit,1,static inline void acpi_video_exit(void) { return; },1
transfer_mean,5,int transfer_mean(char *str),25
gpio_fd_close,1,static inline int gpio_fd_close(int fd),4
Unknown,1,static,3
edge_coord,2,"static inline int edge_coord( int y, int x1, int y1, int x2, int y2 )",7
varhash,2,int varhash(const char* varid),9
printd,3,void printd(int n),12
I2C1_ER_IRQHandler,1,void I2C1_ER_IRQHandler(void),3
HelpItem18,1,int HelpItem18( void ),4
STAT_print,1,static inline void STAT_print(int thread),4
is_little_endian,1,int is_little_endian(),6
,1,"char __attribute__ ((visibility(""default""))) func_c() {",3
testing3,1,void testing3() {,4
toupper1,3,static int toupper1(int a),4
CFSwapInt16,1,static __inline__ unsigned short CFSwapInt16(unsigned short arg) {,9
isspace,7,int isspace(int c) {,14
input_map_other,1,int input_map_other(char c),4
char,1,unsigned char,5
close,1,int close(int fd),4
,1,extern __inline__ unsigned long gettimeoffset (void),4
GetEncoding14,1,char GetEncoding14(),4
grad_inverse_transform_simplex,1,"void grad_inverse_transform_simplex(double* dz, const double* z, int K){",3
*getFilename,2,static char *getFilename(char *pathname),8
check_events,1,static void check_events(void){,2
rtl931x_dma_if_rx_ring_size,1,inline int rtl931x_dma_if_rx_ring_size(int i),4
f,1,void f(void),6
*s_abspath,9,"char *s_abspath(char *r,char *b) {",13
AnalyseData,1,void AnalyseData(char* AD){,3
closeAllPipe,2,"static void closeAllPipe(int arraySize, int pipefdArray[][2])",8
is_string_equals,5,"int is_string_equals(char *first, char *second)",21
BCR_writew,1,static inline void BCR_writew(unsigned short value),4
LEFT,1,int LEFT(int i){,3
setupHandler,1,void setupHandler() {,4
get_grid_index_from_address,1,"static long get_grid_index_from_address(const long address[3],",11
lagrange,4,"double lagrange(double *m, double *r, int n, double d)",17
foo762,1,void foo762(int p) {},1
auto_init,1,void auto_init(void),4
EXTI3_IRQHandler,1,void EXTI3_IRQHandler(void),3
bar,1,"long int bar(long int s, long int i) { return i*2; }",1
Unknown,1,int,5
f_sin_sq,1,static inline float f_sin_sq(float angle),19
LIS,5,"int LIS(int* nums, int numsSize){",22
GP_break20,1,void GP_break20(void){},1
omp_get_num_procs,1,int omp_get_num_procs(void),4
Unknown,1,int,8
do_217,1,int do_217() { return 217; },1
steering_trunc,3,"static double steering_trunc(double value, double min, double max)",9
CyBle_DisInit,1,void CyBle_DisInit(void),4
void,1,static void,4
main,1,int main(void),8
Unknown,7,int,16
beckmannToBlinn,1,static float beckmannToBlinn(float slope) {,3
Unknown,1,void,4
is_int,2,static int is_int(char c),4
mu_timer_real,1,static double mu_timer_real( ),6
Unknown,1,int,5
foo671,1,void foo671(int p) {},1
